Character,Move Name,Alt Names,Guard,Properties,Damage,Meter,On Hit,On Block,Startup,Active,Recovery,Hitstun,Blockstun,Hitstop,On Pushblock,Footer,Thumbnail URL,Footer URL
UMBRELLA,TONGUE TWISTER OVERSTUFFED,"OVERSTUFFED TONGUE TWISTER
COMMAND GRAB OVERSTUFFED
CMD GRAB OVERSTUFFED
TWISTER OVERSTUFFED
OVERSTUFFED TWISTER
TT OVERSTUFFED
OVERSTUFFED TT
[4]6LPLK OVERSTUFFED
46LPLK OVERSTUFFED
[4],6LPLK OVERSTUFFED
4,6LPLK OVERSTUFFED
[4]6+LPLK OVERSTUFFED
46+LPLK OVERSTUFFED
[4],6+LPLK OVERSTUFFED
4,6+LPLK OVERSTUFFED
[B]FLPLK OVERSTUFFED
BFLPLK OVERSTUFFED
[B],FLPLK OVERSTUFFED
B,FLPLK OVERSTUFFED
[B]F+LPLK OVERSTUFFED
BF+LPLK OVERSTUFFED
[B],F+LPLK OVERSTUFFED
B,F+LPLK OVERSTUFFED
46 LPLK OVERSTUFFED
[4]6LP+LK OVERSTUFFED
46LP+LK OVERSTUFFED
[4],6LP+LK OVERSTUFFED
4,6LP+LK OVERSTUFFED
[4]6+LP+LK OVERSTUFFED
46+LP+LK OVERSTUFFED
[4],6+LP+LK OVERSTUFFED
4,6+LP+LK OVERSTUFFED
[B]FLP+LK OVERSTUFFED
BFLP+LK OVERSTUFFED
[B],FLP+LK OVERSTUFFED
B,FLP+LK OVERSTUFFED
[B]F+LP+LK OVERSTUFFED
BF+LP+LK OVERSTUFFED
[B],F+LP+LK OVERSTUFFED
B,F+LP+LK OVERSTUFFED
46 LP+LK OVERSTUFFED
OVERSTUFFED COMMAND GRAB
OVERSTUFFED CMD GRAB
OVERSTUFFED [4]6LPLK
OVERSTUFFED 46LPLK
OVERSTUFFED [4],6LPLK
OVERSTUFFED 4,6LPLK
OVERSTUFFED [4]6+LPLK
OVERSTUFFED 46+LPLK
OVERSTUFFED [4],6+LPLK
OVERSTUFFED 4,6+LPLK
OVERSTUFFED [B]FLPLK
OVERSTUFFED BFLPLK
OVERSTUFFED [B],FLPLK
OVERSTUFFED B,FLPLK
OVERSTUFFED [B]F+LPLK
OVERSTUFFED BF+LPLK
OVERSTUFFED [B],F+LPLK
OVERSTUFFED B,F+LPLK
OVERSTUFFED 46 LPLK
OVERSTUFFED [4]6LP+LK
OVERSTUFFED 46LP+LK
OVERSTUFFED [4],6LP+LK
OVERSTUFFED 4,6LP+LK
OVERSTUFFED [4]6+LP+LK
OVERSTUFFED 46+LP+LK
OVERSTUFFED [4],6+LP+LK
OVERSTUFFED 4,6+LP+LK
OVERSTUFFED [B]FLP+LK
OVERSTUFFED BFLP+LK
OVERSTUFFED [B],FLP+LK
OVERSTUFFED B,FLP+LK
OVERSTUFFED [B]F+LP+LK
OVERSTUFFED BF+LP+LK
OVERSTUFFED [B],F+LP+LK
OVERSTUFFED B,F+LP+LK
OVERSTUFFED 46 LP+LK",Command Grab,55% Damage Scaling,"0, 337,
337, 0","(2.5%) 3% x3,
5%",Soft KD,N/A,15,2,37,N/A,N/A,N/A,-,"- Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.
- Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png
UMBRELLA,SALT GRINDER STARVING,"STARVING SALT GRINDER
STARVING GRINDER
GRINDER STARVING
BITE STARVING
STARVING BITE
236LP STARVING
236 LP STARVING
236+LP STARVING
QCFLP STARVING
QCF LP STARVING
QCF+LP STARVING
QCF.LP STARVING
STARVING 236LP
STARVING 236 LP
STARVING 236+LP
STARVING QCFLP
STARVING QCF LP
STARVING QCF+LP
STARVING QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","500, 100 x5, 150 x3,
375, 750 (150)","(2.5%) 3%, 1% x5,
2% x3, 3%, 4%","Stagger
OR Soft KD",-24,24,2,42,N/A,19,N/A (7 on block),-,"- Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/6/65/SG_umb_qcflp1_fd.png
UMBRELLA,SALT GRINDER RAVENOUS,"RAVENOUS SALT GRINDER
GRINDER RAVENOUS
RAVENOUS GRINDER
RAVENOUS BITE
BITE RAVENOUS
236LP RAVENOUS
236 LP RAVENOUS
236+LP RAVENOUS
QCFLP RAVENOUS
QCF LP RAVENOUS
QCF+LP RAVENOUS
QCF.LP RAVENOUS
RAVENOUS 236LP
RAVENOUS 236 LP
RAVENOUS 236+LP
RAVENOUS QCFLP
RAVENOUS QCF LP
RAVENOUS QCF+LP
RAVENOUS QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","500, 100 x5, 150 x3,
375, 750 (150)","(2.5%) 3%, 1% x5,
2% x3, 3%, 4%","Stagger
OR Soft KD",-24,17,2,42,N/A,19,N/A (7 on block),-,"- Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/8/89/SG_umb_qcflp2_fd.png
UMBRELLA,SALT GRINDER SATIATED,"SALT GRINDER
SATIATED SALT GRINDER
GRINDER
SATIATED GRINDER
GRINDER SATIATED
BITE
SATIATED BITE
BITE SATIATED
MACRO_236LP
236LP SATIATED
236 LP SATIATED
236+LP SATIATED
QCFLP SATIATED
QCF LP SATIATED
QCF+LP SATIATED
QCF.LP SATIATED
SATIATED 236LP
SATIATED 236 LP
SATIATED 236+LP
SATIATED QCFLP
SATIATED QCF LP
SATIATED QCF+LP
SATIATED QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","500, 100 x5, 150 x3,
375, 750 (150)","(2.5%) 3%, 1% x5,
2% x3, 3%, 4%","Stagger
OR Soft KD",-24,20,2,42,N/A,19,N/A (7 on block),-,"- Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/2/25/SG_umb_qcflp3_fd.png
UMBRELLA,SALT GRINDER OVERSTUFFED,"OVERSTUFFED SALT GRINDER
OVERSTUFFED GRINDER
GRINDER OVERSTUFFED
BITE OVERSTUFFED
OVERSTUFFED BITE
236LP OVERSTUFFED
236 LP OVERSTUFFED
236+LP OVERSTUFFED
QCFLP OVERSTUFFED
QCF LP OVERSTUFFED
QCF+LP OVERSTUFFED
QCF.LP OVERSTUFFED
OVERSTUFFED 236LP
OVERSTUFFED 236 LP
OVERSTUFFED 236+LP
OVERSTUFFED QCFLP
OVERSTUFFED QCF LP
OVERSTUFFED QCF+LP
OVERSTUFFED QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","500, 50x4 (150)","(2.5%) 3%,
1% x4","Stagger
OR Soft KD",-24,24,2,42,N/A,19,N/A (7 on block),-,"- Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/6/65/SG_umb_qcflp1_fd.png
UMBRELLA,SLURP 'N' SLIDE STARVING,"SLURP N' SLIDE STARVING
SLURP N SLIDE STARVING
SLURP AND SLIDE STARVING
SLURP STARVING
SLIDE STARVING
STARVING SLURP 'N' SLIDE
STARVING SLURP N' SLIDE
STARVING SLURP N SLIDE
STARVING SLURP AND SLIDE
STARVING SLURP
STARVING SLIDE
[4]6MP STARVING
46MP STARVING
[4],6MP STARVING
4,6MP STARVING
[4]6+MP STARVING
46+MP STARVING
[4],6+MP STARVING
4,6+MP STARVING
[B]FMP STARVING
BFMP STARVING
[B],FMP STARVING
B,FMP STARVING
[B]F+MP STARVING
BF+MP STARVING
[B],F+MP STARVING
B,F+MP STARVING
46 MP STARVING
STARVING [4]6MP
STARVING 46MP
STARVING [4],6MP
STARVING 4,6MP
STARVING [4]6+MP
STARVING 46+MP
STARVING [4],6+MP
STARVING 4,6+MP
STARVING [B]FMP
STARVING BFMP
STARVING [B],FMP
STARVING B,FMP
STARVING [B]F+MP
STARVING BF+MP
STARVING [B],F+MP
STARVING B,F+MP
STARVING 46 MP",Mid,-,650 (150),(2.5%) 9%,-7,-10,23,15,37,27,24,14,-,"- Goes into recovery on contact, similar to Double's Cilia Slide, granting static frame advantage.
- Unsafe on both hit and block when Starving.
- When in Starving, Umbrella trips and does into a techable KD when running into a bubble or puddle.",https://wiki.gbl.gg/images/c/c9/SG_umb_bfmp_hb.png,https://wiki.gbl.gg/images/f/f9/SG_umb_bfmp1_fd.png
UMBRELLA,SLURP 'N' SLIDE RAVENOUS,"SLURP N' SLIDE RAVENOUS
SLURP N SLIDE RAVENOUS
SLURP AND SLIDE RAVENOUS
SLURP RAVENOUS
SLIDE RAVENOUS
RAVENOUS SLURP 'N' SLIDE
RAVENOUS SLURP N' SLIDE
RAVENOUS SLURP N SLIDE
RAVENOUS SLURP AND SLIDE
RAVENOUS SLURP
RAVENOUS SLIDE
[4]6MP RAVENOUS
46MP RAVENOUS
[4],6MP RAVENOUS
4,6MP RAVENOUS
[4]6+MP RAVENOUS
46+MP RAVENOUS
[4],6+MP RAVENOUS
4,6+MP RAVENOUS
[B]FMP RAVENOUS
BFMP RAVENOUS
[B],FMP RAVENOUS
B,FMP RAVENOUS
[B]F+MP RAVENOUS
BF+MP RAVENOUS
[B],F+MP RAVENOUS
B,F+MP RAVENOUS
46 MP RAVENOUS
RAVENOUS [4]6MP
RAVENOUS 46MP
RAVENOUS [4],6MP
RAVENOUS 4,6MP
RAVENOUS [4]6+MP
RAVENOUS 46+MP
RAVENOUS [4],6+MP
RAVENOUS 4,6+MP
RAVENOUS [B]FMP
RAVENOUS BFMP
RAVENOUS [B],FMP
RAVENOUS B,FMP
RAVENOUS [B]F+MP
RAVENOUS BF+MP
RAVENOUS [B],F+MP
RAVENOUS B,F+MP
RAVENOUS 46 MP",Mid,-,800 (150),(2.5%) 9%,KD,+2,16,29,25,27,24,10,-,"- Goes into recovery on contact, similar to Double's Cilia Slide, granting static frame advantage.
- When Ravenous, swaps sides on hit which allows for pickups, and travels much further than in other hunger states.
- When not in Starving and running into a bubble or puddle: +100 damage, travel a bit over fullscreen, +4 on block, blockstun increased to 27, hitstop changed to 10.",https://wiki.gbl.gg/images/c/c9/SG_umb_bfmp_hb.png,https://wiki.gbl.gg/images/f/ff/SG_umb_bfmp2_fd.png
UMBRELLA,SLURP 'N' SLIDE SATIATED,"SLURP 'N' SLIDE
SLURP N' SLIDE
SLURP N SLIDE
SLURP AND SLIDE
SLURP
SLIDE
MACRO_46MP
SLURP N' SLIDE SATIATED
SLURP N SLIDE SATIATED
SLURP AND SLIDE SATIATED
SLURP SATIATED
SLIDE SATIATED
SATIATED SLURP 'N' SLIDE
SATIATED SLURP N' SLIDE
SATIATED SLURP N SLIDE
SATIATED SLURP AND SLIDE
SATIATED SLURP
SATIATED SLIDE
[4]6MP SATIATED
46MP SATIATED
[4],6MP SATIATED
4,6MP SATIATED
[4]6+MP SATIATED
46+MP SATIATED
[4],6+MP SATIATED
4,6+MP SATIATED
[B]FMP SATIATED
BFMP SATIATED
[B],FMP SATIATED
B,FMP SATIATED
[B]F+MP SATIATED
BF+MP SATIATED
[B],F+MP SATIATED
B,F+MP SATIATED
46 MP SATIATED
SATIATED [4]6MP
SATIATED 46MP
SATIATED [4],6MP
SATIATED 4,6MP
SATIATED [4]6+MP
SATIATED 46+MP
SATIATED [4],6+MP
SATIATED 4,6+MP
SATIATED [B]FMP
SATIATED BFMP
SATIATED [B],FMP
SATIATED B,FMP
SATIATED [B]F+MP
SATIATED BF+MP
SATIATED [B],F+MP
SATIATED B,F+MP
SATIATED 46 MP",Mid,-,650 (150),(2.5%) 9%,+5,+2,20,15,25,27,24,14,-,"- Goes into recovery on contact, similar to Double's Cilia Slide, granting static frame advantage.
- When not in Starving and running into a bubble or puddle: +100 damage, travel a bit over fullscreen, +4 on block, blockstun increased to 27, hitstop changed to 10.",https://wiki.gbl.gg/images/c/c9/SG_umb_bfmp_hb.png,https://wiki.gbl.gg/images/4/44/SG_umb_bfmp3_fd.png
UMBRELLA,SLURP 'N' SLIDE OVERSTUFFED,"SLURP N' SLIDE OVERSTUFFED
SLURP N SLIDE OVERSTUFFED
SLURP AND SLIDE OVERSTUFFED
SLURP OVERSTUFFED
SLIDE OVERSTUFFED
OVERSTUFFED SLURP 'N' SLIDE
OVERSTUFFED SLURP N' SLIDE
OVERSTUFFED SLURP N SLIDE
OVERSTUFFED SLURP AND SLIDE
OVERSTUFFED SLURP
OVERSTUFFED SLIDE
[4]6MP OVERSTUFFED
46MP OVERSTUFFED
[4],6MP OVERSTUFFED
4,6MP OVERSTUFFED
[4]6+MP OVERSTUFFED
46+MP OVERSTUFFED
[4],6+MP OVERSTUFFED
4,6+MP OVERSTUFFED
[B]FMP OVERSTUFFED
BFMP OVERSTUFFED
[B],FMP OVERSTUFFED
B,FMP OVERSTUFFED
[B]F+MP OVERSTUFFED
BF+MP OVERSTUFFED
[B],F+MP OVERSTUFFED
B,F+MP OVERSTUFFED
46 MP OVERSTUFFED
OVERSTUFFED [4]6MP
OVERSTUFFED 46MP
OVERSTUFFED [4],6MP
OVERSTUFFED 4,6MP
OVERSTUFFED [4]6+MP
OVERSTUFFED 46+MP
OVERSTUFFED [4],6+MP
OVERSTUFFED 4,6+MP
OVERSTUFFED [B]FMP
OVERSTUFFED BFMP
OVERSTUFFED [B],FMP
OVERSTUFFED B,FMP
OVERSTUFFED [B]F+MP
OVERSTUFFED BF+MP
OVERSTUFFED [B],F+MP
OVERSTUFFED B,F+MP
OVERSTUFFED 46 MP",Mid,-,1000 (150),(2.5%) 9%,KD,-13,24,17,37,24,24,12,-,"- Goes into recovery on contact, similar to Double's Cilia Slide, granting static frame advantage.
- When not in Starving and running into a bubble or puddle: +100 damage, travel a bit over fullscreen, +4 on block, blockstun increased to 27, hitstop changed to 10.",https://wiki.gbl.gg/images/c/c9/SG_umb_bfmp_hb.png,https://wiki.gbl.gg/images/3/3f/SG_umb_bfmp4_fd.png
UMBRELLA,HUNGERN RUSH STARVING,"RUSH STARVING
DP STARVING
FLASH KICK STARVING
FLASHKICK STARVING
STARVING HUNGERN RUSH
STARVING RUSH
STARVING DP
STARVING FLASH KICK
STARVING FLASHKICK
[2]8HP STARVING
28HP STARVING
[2],8HP STARVING
2,8HP STARVING
[2]8+HP STARVING
28+HP STARVING
[2],8+HP STARVING
2,8+HP STARVING
[D]UHP STARVING
DUHP STARVING
[D],UHP STARVING
D,UHP STARVING
[D]U+HP STARVING
DU+HP STARVING
[D],U+HP STARVING
D,U+HP STARVING
CHARGE HP STARVING
STARVING [2]8HP
STARVING 28HP
STARVING [2],8HP
STARVING 2,8HP
STARVING [2]8+HP
STARVING 28+HP
STARVING [2],8+HP
STARVING 2,8+HP
STARVING [D]UHP
STARVING DUHP
STARVING [D],UHP
STARVING D,UHP
STARVING [D]U+HP
STARVING DU+HP
STARVING [D],U+HP
STARVING D,U+HP
STARVING CHARGE HP",Anti-Air Grab,"Invuln. (Strike),  Hit Grab,
55% Damage Scaling","500, 650","(2.5%) 4%, 8%",KD,-64,23,"2, 6",74,N/A,17,N/A (7 on block),-,"- Airborne 2 frames before active (3 while Overstuffed), making it count as Stage 1.
- Fills the Hungern Bar by 1 pip.
- Unblockable while rising, loses the property as an assist.
- As an assist, applies its 55% scaling on its first hit, lowering the damage of the second one.",https://wiki.gbl.gg/images/3/31/SG_umb_duhp_hb.png,https://wiki.gbl.gg/images/3/3c/SG_umb_duhp1_fd.png
UMBRELLA,HUNGERN RUSH RAVENOUS,"RUSH RAVENOUS
DP RAVENOUS
FLASH KICK RAVENOUS
FLASHKICK RAVENOUS
RAVENOUS HUNGERN RUSH
RAVENOUS RUSH
RAVENOUS DP
RAVENOUS FLASH KICK
RAVENOUS FLASHKICK
[2]8HP RAVENOUS
28HP RAVENOUS
[2],8HP RAVENOUS
2,8HP RAVENOUS
[2]8+HP RAVENOUS
28+HP RAVENOUS
[2],8+HP RAVENOUS
2,8+HP RAVENOUS
[D]UHP RAVENOUS
DUHP RAVENOUS
[D],UHP RAVENOUS
D,UHP RAVENOUS
[D]U+HP RAVENOUS
DU+HP RAVENOUS
[D],U+HP RAVENOUS
D,U+HP RAVENOUS
CHARGE HP RAVENOUS
RAVENOUS [2]8HP
RAVENOUS 28HP
RAVENOUS [2],8HP
RAVENOUS 2,8HP
RAVENOUS [2]8+HP
RAVENOUS 28+HP
RAVENOUS [2],8+HP
RAVENOUS 2,8+HP
RAVENOUS [D]UHP
RAVENOUS DUHP
RAVENOUS [D],UHP
RAVENOUS D,UHP
RAVENOUS [D]U+HP
RAVENOUS DU+HP
RAVENOUS [D],U+HP
RAVENOUS D,U+HP
RAVENOUS CHARGE HP",Anti-Air Grab,"Invuln. (Strike),  Hit Grab,
55% Damage Scaling","500, 650","(2.5%) 4%, 8%",KD,-76,11,"2, 13",79,N/A,17,N/A (7 on block),-,"- Airborne 2 frames before active (3 while Overstuffed), making it count as Stage 1.
- Fills the Hungern Bar by 1 pip.
- Unblockable while rising, loses the property as an assist.
- As an assist, applies its 55% scaling on its first hit, lowering the damage of the second one.",https://wiki.gbl.gg/images/3/31/SG_umb_duhp_hb.png,https://wiki.gbl.gg/images/e/e4/SG_umb_duhp2_fd.png
UMBRELLA,HUNGERN RUSH SATIATED,"HUNGERN RUSH
RUSH
DP
FLASH KICK
FLASHKICK
[2]8HP
28HP
[2],8HP
2,8HP
[2]8+HP
28+HP
[2],8+HP
2,8+HP
[D]UHP
DUHP
[D],UHP
D,UHP
[D]U+HP
DU+HP
[D],U+HP
D,U+HP
CHARGE HP
RUSH SATIATED
DP SATIATED
FLASH KICK SATIATED
FLASHKICK SATIATED
SATIATED HUNGERN RUSH
SATIATED RUSH
SATIATED DP
SATIATED FLASH KICK
SATIATED FLASHKICK
[2]8HP SATIATED
28HP SATIATED
[2],8HP SATIATED
2,8HP SATIATED
[2]8+HP SATIATED
28+HP SATIATED
[2],8+HP SATIATED
2,8+HP SATIATED
[D]UHP SATIATED
DUHP SATIATED
[D],UHP SATIATED
D,UHP SATIATED
[D]U+HP SATIATED
DU+HP SATIATED
[D],U+HP SATIATED
D,U+HP SATIATED
CHARGE HP SATIATED
SATIATED [2]8HP
SATIATED 28HP
SATIATED [2],8HP
SATIATED 2,8HP
SATIATED [2]8+HP
SATIATED 28+HP
SATIATED [2],8+HP
SATIATED 2,8+HP
SATIATED [D]UHP
SATIATED DUHP
SATIATED [D],UHP
SATIATED D,UHP
SATIATED [D]U+HP
SATIATED DU+HP
SATIATED [D],U+HP
SATIATED D,U+HP
SATIATED CHARGE HP",Anti-Air Grab,"Invuln. (Strike),  Hit Grab,
55% Damage Scaling","500, 650","(2.5%) 4%, 8%",KD,-76,15,"2, 13",79,N/A,17,N/A (7 on block),-,"- Airborne 2 frames before active (3 while Overstuffed), making it count as Stage 1.
- Fills the Hungern Bar by 1 pip.
- Unblockable while rising, loses the property as an assist.
- As an assist, applies its 55% scaling on its first hit, lowering the damage of the second one.",https://wiki.gbl.gg/images/3/31/SG_umb_duhp_hb.png,https://wiki.gbl.gg/images/9/9e/SG_umb_duhp3_fd.png
UMBRELLA,HUNGERN RUSH OVERSTUFFED,"RUSH OVERSTUFFED
DP OVERSTUFFED
FLASH KICK OVERSTUFFED
FLASHKICK OVERSTUFFED
OVERSTUFFED HUNGERN RUSH
OVERSTUFFED RUSH
OVERSTUFFED DP
OVERSTUFFED FLASH KICK
OVERSTUFFED FLASHKICK
[2]8HP OVERSTUFFED
28HP OVERSTUFFED
[2],8HP OVERSTUFFED
2,8HP OVERSTUFFED
[2]8+HP OVERSTUFFED
28+HP OVERSTUFFED
[2],8+HP OVERSTUFFED
2,8+HP OVERSTUFFED
[D]UHP OVERSTUFFED
DUHP OVERSTUFFED
[D],UHP OVERSTUFFED
D,UHP OVERSTUFFED
[D]U+HP OVERSTUFFED
DU+HP OVERSTUFFED
[D],U+HP OVERSTUFFED
D,U+HP OVERSTUFFED
CHARGE HP OVERSTUFFED
OVERSTUFFED [2]8HP
OVERSTUFFED 28HP
OVERSTUFFED [2],8HP
OVERSTUFFED 2,8HP
OVERSTUFFED [2]8+HP
OVERSTUFFED 28+HP
OVERSTUFFED [2],8+HP
OVERSTUFFED 2,8+HP
OVERSTUFFED [D]UHP
OVERSTUFFED DUHP
OVERSTUFFED [D],UHP
OVERSTUFFED D,UHP
OVERSTUFFED [D]U+HP
OVERSTUFFED DU+HP
OVERSTUFFED [D],U+HP
OVERSTUFFED D,U+HP
OVERSTUFFED CHARGE HP",Anti-Air Grab,"Invuln. (Strike),  Hit Grab,
55% Damage Scaling",900,(2.5%) 3.6%,KD,-56,24,"3, 3, 4",60,16,18,9,-,"- Airborne 2 frames before active (3 while Overstuffed), making it count as Stage 1.
- When Overstuffed, becomes a single, non-supercancellable normal hit.
- Unblockable while rising, loses the property as an assist.
- As an assist, applies its 55% scaling on its first hit, lowering the damage of the second one.",https://wiki.gbl.gg/images/3/31/SG_umb_duhp_hb.png,https://wiki.gbl.gg/images/6/6f/SG_umb_duhp4_fd.png
UMBRELLA,CUTIE PTOOIE,"CUTIE
PTOOIE
MACRO_214LK
CUTIE PTOOIE STARVING
CUTIE STARVING
PTOOIE STARVING
214LK STARVING
214 LK STARVING
214+LK STARVING
QCBLK STARVING
QCB LK STARVING
QCB+LK STARVING
QCB.LK STARVING
STARVING CUTIE PTOOIE
STARVING CUTIE
STARVING PTOOIE
STARVING 214LK
STARVING 214 LK
STARVING 214+LK
STARVING QCBLK
STARVING QCB LK
STARVING QCB+LK
STARVING QCB.LK
CUTIE PTOOIE RAVENOUS
CUTIE RAVENOUS
PTOOIE RAVENOUS
214LK RAVENOUS
214 LK RAVENOUS
214+LK RAVENOUS
QCBLK RAVENOUS
QCB LK RAVENOUS
QCB+LK RAVENOUS
QCB.LK RAVENOUS
RAVENOUS CUTIE PTOOIE
RAVENOUS CUTIE
RAVENOUS PTOOIE
RAVENOUS 214LK
RAVENOUS 214 LK
RAVENOUS 214+LK
RAVENOUS QCBLK
RAVENOUS QCB LK
RAVENOUS QCB+LK
RAVENOUS QCB.LK
CUTIE PTOOIE SATIATED
CUTIE SATIATED
PTOOIE SATIATED
214LK SATIATED
214 LK SATIATED
214+LK SATIATED
QCBLK SATIATED
QCB LK SATIATED
QCB+LK SATIATED
QCB.LK SATIATED
SATIATED CUTIE PTOOIE
SATIATED CUTIE
SATIATED PTOOIE
SATIATED 214LK
SATIATED 214 LK
SATIATED 214+LK
SATIATED QCBLK
SATIATED QCB LK
SATIATED QCB+LK
SATIATED QCB.LK
CUTIE PTOOIE OVERSTUFFED
CUTIE OVERSTUFFED
PTOOIE OVERSTUFFED
214LK OVERSTUFFED
214 LK OVERSTUFFED
214+LK OVERSTUFFED
QCBLK OVERSTUFFED
QCB LK OVERSTUFFED
QCB+LK OVERSTUFFED
QCB.LK OVERSTUFFED
OVERSTUFFED CUTIE PTOOIE
OVERSTUFFED CUTIE
OVERSTUFFED PTOOIE
OVERSTUFFED 214LK
OVERSTUFFED 214 LK
OVERSTUFFED 214+LK
OVERSTUFFED QCBLK
OVERSTUFFED QCB LK
OVERSTUFFED QCB+LK
OVERSTUFFED QCB.LK
L BUBBLE
L BUBBLE STARVING
STARVING L BUBBLE
L BUBBLE RAVENOUS
RAVENOUS L BUBBLE
L BUBBLE SATIATED
SATIATED L BUBBLE
L BUBBLE OVERSTUFFED
OVERSTUFFED L BUBBLE",Mid,Projectile,350 / 500 (150),(2.5%) 7.2%,-5 /  KD,-8,18,~178,30,16-30,15-21,6-8,-,"- Empties the Hungern Bar by half a pip then fills it by one pip.
- Second values are when Overstuffed.
- Hit/Blockstun and Hitstop increased based on travel time, bubble travels ~60% of the screen.
- No bubble is spawned while Starving, but you are immediately placed into Ravenous.",https://wiki.gbl.gg/images/d/de/SG_umb_qcblk_hb.png,https://wiki.gbl.gg/images/d/d5/SG_umb_qcblk_fd.png
